"gene_short_name","id","WormCategory.1","WormCategory.2","WormCategory.3"
"trap-1","WBGene00022122","Chaperone","Chaperone: unassigned","Chaperone: unassigned"
"nxt-1","WBGene00003836","mRNA functions","mRNA functions: processing","mRNA functions: processing: export"
"cogc-3","WBGene00022121","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: oligomeric Golgi complex"
"Y71F9AM.8","WBGene00045398",NA,NA,NA
"bam-2","WBGene00000237","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y71F9AR.4","WBGene00044894",NA,NA,NA
"Y71F9AR.2","WBGene00022123",NA,NA,NA
"supr-1","WBGene00022124",NA,NA,NA
"dnj-28","WBGene00001046","Chaperone","Chaperone: DnaJ domain","Chaperone: DnaJ domain"
"nduf-5","WBGene00021839","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: complex I"
"Y54E10BL.3","WBGene00021838","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"mek-2","WBGene00003186","Signaling","Signaling: MAPK","Signaling: MAPK"
"col-48","WBGene00000625","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"Y54E10BL.1","WBGene00021837",NA,NA,NA
"Y54E10BR.4","WBGene00021843","mRNA functions","mRNA functions: processing","mRNA functions: processing: unassigned"
"Y54E10BR.3","WBGene00021842","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"Y54E10BR.5","WBGene00021844","Proteolysis general","Proteolysis general: signal","Proteolysis general: signal"
"rpb-7","WBGene00021845","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: subunit"
"Y54E10BR.2","WBGene00021841","Signaling","Signaling: small GTPase","Signaling: small GTPase: ARF"
"mod-5","WBGene00003387","Transmembrane transport","Transmembrane transport: chloride channel","Transmembrane transport: chloride channel"
"ztf-23","WBGene00021846","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"pign-1","WBGene00021840","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein"
"arx-7","WBGene00000205","Cytoskeleton","Cytoskeleton: actin function","Cytoskeleton: actin function: actin"
"M01B12.4","WBGene00019697","Unassigned","Unassigned","Unassigned"
"riok-1","WBGene00019698","Signaling","Signaling: S/T kinase","Signaling: S/T kinase"
"nhr-64","WBGene00003654","Transcription factor","Transcription factor: NHR","Transcription factor: NHR"
"C45E1.5","WBGene00195056","Unassigned","Unassigned","Unassigned"
"C45E1.4","WBGene00016663","Unassigned","Unassigned","Unassigned"
"K09H9.9","WBGene00219460",NA,NA,NA
"col-49","WBGene00000626","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"K09H9.8","WBGene00045387",NA,NA,NA
"K09H9.5","WBGene00019597",NA,NA,NA
"lpd-6","WBGene00003062","Ribosome","Ribosome: biogenesis","Ribosome: biogenesis"
"K09H9.2","WBGene00019595","DNA","DNA: replication","DNA: replication"
"vbh-1","WBGene00006888","mRNA functions","mRNA functions: processing","mRNA functions: processing: helicase"
"K09H9.7","WBGene00019598",NA,NA,NA
"K09H9.1","WBGene00019594",NA,NA,NA
"mrpl-17","WBGene00021829","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: ribosome"
"Y54E10A.6","WBGene00021828","mRNA functions","mRNA functions: binding","mRNA functions: binding: unassigned"
"dnc-6","WBGene00021827","Cytoskeleton","Cytoskeleton: motor protein","Cytoskeleton: motor protein: dynein"
"Y54E10A.10","WBGene00021830","Ribosome","Ribosome: biogenesis","Ribosome: biogenesis"
"Y54E10A.11","WBGene00021831","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: unassigned"
"Y54E10A.12","WBGene00021832",NA,NA,NA
"Y54E10A.13","WBGene00021833",NA,NA,NA
"Y54E10A.17","WBGene00021835","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"fog-1","WBGene00001481","mRNA functions","mRNA functions: processing","mRNA functions: processing: polyadenylation"
"rom-5","WBGene00004404","Signaling","Signaling: rhomboid","Signaling: rhomboid"
"cdt-1","WBGene00000413","DNA","DNA: replication","DNA: replication"
"txl-1","WBGene00021826","Stress response","Stress response: thioredoxin","Stress response: thioredoxin"
"cogc-1","WBGene00003258","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: oligomeric Golgi complex"
"mab-31","WBGene00021834","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned"
"tyr-5","WBGene00021553","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neurotransmitter metabolism"
"zip-4","WBGene00021552",NA,NA,NA
"nol-5","WBGene00020915","Ribosome","Ribosome: biogenesis","Ribosome: biogenesis"
"pqn-72","WBGene00004154","Unassigned","Unassigned","Unassigned: prion domain"
"sulp-6","WBGene00020914","Transmembrane transport","Transmembrane transport: sulfate","Transmembrane transport: sulfate"
"W01B11.6","WBGene00020917","Stress response","Stress response: unassigned","Stress response: unassigned"
"W01B11.1","WBGene00020913",NA,NA,NA
"ace-2","WBGene00000036","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neurotransmitter metabolism"
"trx-4","WBGene00021548","Stress response","Stress response: thioredoxin","Stress response: thioredoxin"
"Y44E3A.4","WBGene00021549","Signaling","Signaling: SH domain","Signaling: SH domain"
"Y44E3A.1","WBGene00021547","Unassigned","Unassigned","Unassigned"
"Y44E3A.6","WBGene00021551","mRNA functions","mRNA functions: processing","mRNA functions: processing: decapping"
"W05F2.7","WBGene00021039","Unassigned","Unassigned","Unassigned"
"W05F2.8","WBGene00195045",NA,NA,NA
"enu-3.4","WBGene00021034",NA,NA,NA
"W05F2.3","WBGene00021035","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"W05F2.6","WBGene00021038","Unassigned","Unassigned","Unassigned"
"W05F2.4","WBGene00021036",NA,NA,NA
"cdk-2","WBGene00019362","Cell cycle","Cell cycle: kinase","Cell cycle: kinase"
"K03E5.2","WBGene00019361","Unassigned","Unassigned","Unassigned"
"neto-1","WBGene00019360","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"sep-1","WBGene00004775","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: unassigned"
"tag-63","WBGene00006440","Unassigned","Unassigned","Unassigned"
"Y47G6A.13","WBGene00021639","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase"
"msh-6","WBGene00003422","DNA","DNA: repair","DNA: repair"
"Y47G6A.14","WBGene00021640",NA,NA,NA
"spg-7","WBGene00004978","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"Y47G6A.15","WBGene00021641",NA,NA,NA
"Y47G6A.9","WBGene00021638","Transcription: general machinery","Transcription: general machinery: RNA Pol III","Transcription: general machinery: RNA Pol III"
"crn-1","WBGene00000794","Development","Development: apoptosis","Development: apoptosis"
"ccep-290","WBGene00021643","Cilia","Cilia: transition zone","Cilia: transition zone: unassigned"
"Y47G6A.7","WBGene00021637","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier"
"Y47G6A.18","WBGene00021644","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: Golgi unassigned"
"pcaf-1","WBGene00021636","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: acetyltransferase"
"Y47G6A.19","WBGene00021645","Proteolysis general","Proteolysis general: carboxypeptidase","Proteolysis general: carboxypeptidase"
"Y47G6A.30","WBGene00021653",NA,NA,NA
"Y47G6A.5","WBGene00021635","Unassigned","Unassigned","Unassigned"
"rnp-6","WBGene00004389","mRNA functions","mRNA functions: processing","mRNA functions: processing: snRNP"
"rde-10","WBGene00021634","Unassigned","Unassigned","Unassigned"
"Y47G6A.21","WBGene00021646","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol"
"Y47G6A.22","WBGene00021647","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol"
"Y47G6A.33","WBGene00045399","Unassigned","Unassigned","Unassigned"
"lpd-3","WBGene00003060","Metabolism","Metabolism: lipid","Metabolism: lipid: unassigned"
"Y47G6A.3","WBGene00021633","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"Y47G6A.31","WBGene00044436","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"mis-12","WBGene00021648","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: kinetochore protein"
"Y47G6A.25","WBGene00021649","Cell cycle","Cell cycle: unassigned","Cell cycle: unassigned"
"inx-22","WBGene00002144","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin"
"inx-21","WBGene00002143","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin"
"Y47G6A.26","WBGene00021650",NA,NA,NA
"Y47G6A.32","WBGene00044437","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"cah-6","WBGene00000284","Metabolism","Metabolism: unassigned","Metabolism: unassigned"
"jmjc-1","WBGene00020902","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: demethylase"
"T28F2.2","WBGene00020901",NA,NA,NA
"T28F2.1","WBGene00020900",NA,NA,NA
"ccb-1","WBGene00000368","Transmembrane transport","Transmembrane transport: calcium channel","Transmembrane transport: calcium channel"
"col-50","WBGene00000627","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"col-51","WBGene00000628","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"acd-5","WBGene00020903","Transmembrane transport","Transmembrane transport: acid sensing","Transmembrane transport: acid sensing"
"smp-2","WBGene00004890","Development","Development: somatic","Development: somatic"
"ftn-2","WBGene00001501","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned"
"rab-8","WBGene00004272","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rab"
"D1037.1","WBGene00017025","mRNA functions","mRNA functions: binding","mRNA functions: binding: unassigned"
"ipla-4","WBGene00017026","Signaling","Signaling: lipid","Signaling: lipid: phospholipase A"
"msh-2","WBGene00003418","DNA","DNA: repair","DNA: repair"
"hus-1","WBGene00002042","DNA","DNA: repair","DNA: repair"
"F21A9.2","WBGene00017651","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"F21A9.1","WBGene00017650",NA,NA,NA
"lin-59","WBGene00003040","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: methyltransferase"
"glh-4","WBGene00001601","mRNA functions","mRNA functions: processing","mRNA functions: processing: helicase"
"T12F5.2","WBGene00020467","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"larp-5","WBGene00004147","Non-coding RNA","Non-coding RNA: processing","Non-coding RNA: processing"
"sld-2","WBGene00020466","Unassigned","Unassigned","Unassigned"
"math-46","WBGene00021175",NA,NA,NA
"inx-13","WBGene00002135","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin"
"inx-12","WBGene00002134","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin"
"asic-1","WBGene00022815","Transmembrane transport","Transmembrane transport: sodium channel","Transmembrane transport: sodium channel"
"C32E8.12","WBGene00194702",NA,NA,NA
"C32E8.6","WBGene00016324","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid"
"ric-19","WBGene00004368","Neuronal function","Neuronal function: unassigned","Neuronal function: unassigned"
"C32E8.5","WBGene00016323","Unassigned","Unassigned","Unassigned"
"C32E8.4","WBGene00016322",NA,NA,NA
"tppp-1","WBGene00016321","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tubulin modification"
"rpl-13","WBGene00004425","Ribosome","Ribosome: subunit","Ribosome: subunit"
"ptr-2","WBGene00004217","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like"
"C32E8.9","WBGene00016325","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation"
"C32E8.1","WBGene00016320",NA,NA,NA
"unc-11","WBGene00006751","Trafficking","Trafficking: endocytosis","Trafficking: endocytosis: clathrin"
"ubr-1","WBGene00016326","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: unassigned"
"npp-11","WBGene00003797","Nuclear pore","Nuclear pore: structure","Nuclear pore: structure"
"unc-108","WBGene00006833","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rab"
"mpc-2","WBGene00018765","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: transporter"
"F53F10.8","WBGene00044423","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"F53F10.2","WBGene00018764","Metabolism","Metabolism: polyamine","Metabolism: polyamine"
"F53F10.1","WBGene00018763","Unassigned","Unassigned","Unassigned"
"gsp-4","WBGene00020187","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned"
"T03F1.6","WBGene00020188","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"T03F1.11","WBGene00020192","Signaling","Signaling: calcium","Signaling: calcium: EF hand"
"tfbm-1","WBGene00020189","Transcription: general machinery","Transcription: general machinery: RNA Pol I","Transcription: general machinery: RNA Pol I: unassigned"
"guk-1","WBGene00020190","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: guanylyl cyclase"
"hcp-4","WBGene00001832","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: CENP"
"pgk-1","WBGene00020185","Metabolism","Metabolism: lipid","Metabolism: lipid: phospholipid"
"coq-4","WBGene00000764","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: ubiquinone "
"clec-53","WBGene00020191",NA,NA,NA
"uba-5","WBGene00020184","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: unassigned"
"T03F1.12","WBGene00020193","Trafficking","Trafficking: ER/Golgi","Trafficking: ER/Golgi: Golgi unassigned"
"syf-1","WBGene00016837","mRNA functions","mRNA functions: processing","mRNA functions: processing: splicing"
"C50F2.2","WBGene00016836","Unassigned","Unassigned","Unassigned"
"abf-2","WBGene00000013","Stress response","Stress response: pathogen","Stress response: pathogen: ASABF"
"abf-1","WBGene00000012","Stress response","Stress response: pathogen","Stress response: pathogen: ASABF"
"C50F2.4","WBGene00016838","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"C50F2.1","WBGene00016835",NA,NA,NA
"C50F2.5","WBGene00016839",NA,NA,NA
"fkb-5","WBGene00001430","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin"
"C50F2.7","WBGene00016840","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"magu-3","WBGene00016841","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: guanylyl cyclase"
"pbs-4","WBGene00003950","Proteolysis proteasome","Proteolysis proteasome: 20S","Proteolysis proteasome: 20S"
"mrrf-1","WBGene00020625","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: ribosome"
"T20F5.8","WBGene00077599","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"T20F5.4","WBGene00020626",NA,NA,NA
"T20F5.5","WBGene00020627",NA,NA,NA
"T20F5.6","WBGene00020628",NA,NA,NA
"T20F5.7","WBGene00020629","Unassigned","Unassigned","Unassigned"
"T21E3.2","WBGene00020653","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"egg-4","WBGene00020652","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y "
"lrp-2","WBGene00003072","Metabolism","Metabolism: lipid","Metabolism: lipid: binding"
"F47B3.4","WBGene00018528",NA,NA,NA
"F47B3.5","WBGene00018529",NA,NA,NA
"F47B3.3","WBGene00018527",NA,NA,NA
"F47B3.6","WBGene00018530",NA,NA,NA
"F47B3.7","WBGene00018531",NA,NA,NA
"F47B3.2","WBGene00018526","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y "
"F47B3.1","WBGene00018525",NA,NA,NA
"F28H1.4","WBGene00017909","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"F28H1.5","WBGene00017910","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"aars-2","WBGene00000197","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA: production"
"cpn-3","WBGene00000779","Unassigned","Unassigned","Unassigned"
"F28H1.1","WBGene00017908","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"unc-73","WBGene00006805","Signaling","Signaling: small GTPase","Signaling: small GTPase: unassigned"
